,Name,gender_wiki,birth_date_wiki,nationality_wiki,gender_dbpedia,birth_date_dbpedia,nationality_dbpedia,gender_gkg,birth_date_gkg,nationality_gkg,VoxCeleb_ID,gender,birth_year,unit,height_raw,height
147,Jenson Button,male,1980-01-19,The-United-Kingdom-1,male,1980-1-19,british,male,1980-01-19,The-United-Kingdom-1,id03996,male,1980.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
148,Carlos Boozer,male,1981-11-20,The-United-States-of-America,male,1981-11-20,american,male,1981-11-20,The-United-States-of-America,id01373,male,1981.0,http://www.wikidata.org/entity/Q174728,206.0,206.0
149,Aron Ralston,male,1975-11-26,The-United-States-of-America,male,1975-10-27,,male,1975-11-26,The-United-States-of-America,id00780,male,1975.0,http://www.wikidata.org/entity/Q11573,1.78,178.0
150,Louis van Gaal,male,1951-08-08,Kingdom-of-the-Netherlands,male,1951-08-08,,male,1951-08-08,Kingdom-of-the-Netherlands,id05272,male,1951.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
151,Jay Triano,male,1958-09-21,Canada,male,1958-09-21,canadian,male,1958-09-21,Canada,id03894,male,1958.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
152,Dave Bing,male,1943-11-24,The-United-States-of-America,male,1943-11-24,american,male,1943-11-24,The-United-States-of-America,id02004,male,1943.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
153,Naomi Watts,female,1968-09-28,The-United-Kingdom-1,female,1968-09-28,,female,1968-09-28,The-United-Kingdom-1,id06360,female,1968.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
154,Toni Kroos,male,1990-01-04,Germany,male,1990-01-04,,male,1990-01-04,Germany,id08642,male,1990.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
155,Harrison Barnes,male,1992-05-30,The-United-States-of-America,male,1992-05-30,american,male,1992-05-30,The-United-States-of-America,id03346,male,1992.0,http://www.wikidata.org/entity/Q174728,203.0,203.0
156,Jaimie Alexander,female,1984-03-14,The-United-States-of-America,female,1984-03-12,,female,1984-03-14,The-United-States-of-America,id03727,female,1984.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
157,Philipp Lahm,male,1983-11-11,Germany,male,1983-11-11,,male,1983-11-11,Germany,id06985,male,1983.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
158,Jacque Vaughn,male,1975-02-11,The-United-States-of-America,male,1975-02-11,american,male,1975-02-11,The-United-States-of-America,id03706,male,1975.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
159,Jocelyn Gourvennec,male,1972-03-22,France,male,1972-03-22,,male,1972-03-22,France,id04148,male,1972.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
160,Nate Diaz,male,1985-04-16,The-United-States-of-America,male,1985-04-16,,male,1985-04-16,The-United-States-of-America,id06404,male,1985.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
161,Jack Sock,male,1992-09-24,The-United-States-of-America,male,1992-09-24,,male,1992-09-24,The-United-States-of-America,id03689,male,1992.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
162,Dolph Ziggler,male,1980-07-27,The-United-States-of-America,male,1980-07-27,,male,1980-07-27,The-United-States-of-America,id02249,male,1980.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
163,Dirk Schuster,male,1967-12-29,German-Democratic-Republic-DDR,male,1967-12-29,,male,1967-12-29,German-Democratic-Republic-DDR,id02235,male,1967.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
164,Eddie Howe,male,1977-11-29,The-United-Kingdom-1,male,1977-11-29,,male,1977-11-29,The-United-Kingdom-1,id02346,male,1977.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
165,Henrikh Mkhitaryan,male,1989-01-21,Armenia,male,1989-01-21,,male,1989-01-21,Armenia,id03426,male,1989.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
166,Míchel Salgado,male,1975-10-22,Spain,male,1975-10-22,,male,1975-10-22,Spain,id06303,male,1975.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
167,Sérgio Ramos,male,1986-03-30,Spain,male,1975-12-11,portuguese,male,1975-12-11,Portugal,id08365,male,,http://www.wikidata.org/entity/Q174728,184.0,184.0
168,Jaromír Jágr,male,1972-02-15,Czechoslovakia-former-country,male,1972-02-15,,male,1972-02-15,Czechoslovakia-former-country,id03847,male,1972.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
169,Zsuzsanna Jakabos,female,1989-04-03,Hungary,female,1989-04-03,http://dbpedia.org/resource/hungary,female,1989-04-03,Hungary,id09202,female,1989.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
170,Enes Kanter,male,1992-05-20,Turkey-country,male,1992-05-20,turkish,male,1992-05-20,Turkey-country,id02554,male,1992.0,http://www.wikidata.org/entity/Q174728,211.0,211.0
171,Joni Mitchell,female,1943-11-07,Canada,female,1943-11-07,,female,1943-11-07,Canada,id04284,female,1943.0,http://www.wikidata.org/entity/Q11573,1.68,168.0
172,Silke Spiegelburg,female,1986-03-17,Germany,female,1986-03-17,,female,1986-03-17,Germany,id08071,female,1986.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
173,Matthew Stafford,male,1988-02-07,The-United-States-of-America,male,1852-0-0,,male,1988-02-07,The-United-States-of-America,id05834,male,,http://www.wikidata.org/entity/Q174728,188.0,188.0
174,Robert Maaskant,male,1969-01-10,Kingdom-of-the-Netherlands,male,1969-01-10,,male,1969-01-10,Kingdom-of-the-Netherlands,id07423,male,1969.0,http://www.wikidata.org/entity/Q174728,194.0,194.0
175,Michael Frontzeck,male,1964-03-26,Germany,male,1964-03-26,,male,1964-03-26,Germany,id05997,male,1964.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
176,Adah Sharma,female,1992-05-11,India,female,1989-5-11,http://dbpedia.org/resource/indian_people,female,1992-05-11,India,id00043,female,,http://www.wikidata.org/entity/Q174728,170.0,170.0
177,Alexander Merkel,male,1992-02-22,Germany,male,1992-02-22,,male,1992-02-22,Germany,id00279,male,1992.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
178,Kevin Youkilis,male,1979-03-15,The-United-States-of-America,male,1979-03-15,,male,1979-03-15,The-United-States-of-America,id04761,male,1979.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
179,Esha Deol,female,1981-11-02,India,female,1982-11-02,http://dbpedia.org/resource/indian_people,female,1981-11-02,India,id02619,female,,http://www.wikidata.org/entity/Q11573,1.58,158.0
180,Lara Gut,female,1991-04-27,Switzerland,female,1991-04-27,,female,1991-04-27,Switzerland,id04990,female,1991.0,http://www.wikidata.org/entity/Q174728,160.0,160.0
181,Queen Harrison,female,1988-09-10,The-United-States-of-America,female,1988-09-10,,female,1988-09-10,The-United-States-of-America,id07097,female,1988.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
182,Sophia Loren,female,1934-09-20,Italy,female,1934-09-20,http://dbpedia.org/resource/italian_nationality_law,female,1934-09-20,Italy,id08167,female,1934.0,http://www.wikidata.org/entity/Q11573,1.74,174.0
183,Igor Štimac,male,1967-09-06,Croatia,male,1967-09-06,,male,1967-09-06,Croatia,id03548,male,1967.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
184,Nicole Faria,female,1990-02-09,India,female,1990-02-09,,female,1990-02-09,India,id06518,female,1990.0,http://www.wikidata.org/entity/Q174728,176.0,176.0
185,Juan Antonio Pizzi,male,1968-06-07,Spain,male,1968-06-07,,male,1968-06-07,Spain,id04383,male,1968.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
186,Marian Rivera,female,1984-08-12,Spain,female,1984-08-12,http://dbpedia.org/resource/philippine_nationality_law,female,1984-08-12,Spain,id05609,female,1984.0,http://www.wikidata.org/entity/Q11573,1.57,157.0
187,Larry Holmes,male,1949-11-03,The-United-States-of-America,male,1949-11-03,american,,,,id04996,,,http://www.wikidata.org/entity/Q174728,190.0,190.0
188,Paz Vega,female,1976-01-02,Spain,female,1976-01-02,,female,1976-01-02,Spain,id06896,female,1976.0,http://www.wikidata.org/entity/Q11573,1.68,168.0
189,Peter Steele,male,1962-01-04,The-United-States-of-America,male,1939-8-22,australian,,,,id06951,,,http://www.wikidata.org/entity/Q174728,203.0,203.0
190,Arsène Wenger,male,1949-10-22,France,male,1949-10-22,,male,1949-10-22,France,id00785,male,1949.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
191,Craig Bellamy,male,1979-07-13,The-United-Kingdom-1,male,1979-07-13,,male,1979-07-13,The-United-Kingdom-1,id01805,male,1979.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
192,Eric Maxim Choupo-Moting,male,1989-03-23,Germany,male,1989-03-23,,male,1989-03-23,Germany,id02584,male,1989.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
193,Cesar Millan,male,1969-08-27,The-United-States-of-America,male,1969-08-27,,,,,id01489,,,http://www.wikidata.org/entity/Q11573,1.65,165.0
194,Mohamed Farah,male,1983-03-23,The-United-Kingdom-1,,,,male,1983-03-23,The-United-Kingdom-1,id06209,,,http://www.wikidata.org/entity/Q174728,175.0,175.0
195,Christian Cantwell,male,1980-09-30,The-United-States-of-America,male,1980-09-30,,male,1980-09-30,The-United-States-of-America,id01627,male,1980.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
196,Alex Oxlade-Chamberlain,male,1993-08-15,The-United-Kingdom-1,male,1993-08-15,,male,1993-08-15,The-United-Kingdom-1,id00265,male,1993.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
197,Marvelous Marvin Hagler,male,1954-05-23,The-United-States-of-America,male,1954-05-23,american,male,1954-05-23,The-United-States-of-America,id05756,male,1954.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
198,Jim Neidhart,male,1955-02-08,The-United-States-of-America,male,1955-02-08,,male,1955-02-08,The-United-States-of-America,id04092,male,1955.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
199,Andre Iguodala,male,1984-01-28,The-United-States-of-America,male,1984-01-28,american,male,1984-01-28,The-United-States-of-America,id00476,male,1984.0,http://www.wikidata.org/entity/Q174728,198.0,198.0
200,Eve Muirhead,female,1990-04-22,The-United-Kingdom-1,female,1990-04-22,,female,1990-04-22,The-United-Kingdom-1,id02669,female,1990.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
201,Nicola Rizzoli,male,1971-10-05,Italy,male,1971-10-5,,male,1971-10-05,Italy,id06503,male,1971.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
202,Chanel Iman,female,1990-12-01,The-United-States-of-America,female,1990-12-01,,female,1990-12-01,The-United-States-of-America,id01508,female,1990.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
203,Tom Huddlestone,male,1986-12-28,The-United-Kingdom-1,male,1986-12-28,,male,1986-12-28,The-United-Kingdom-1,id08611,male,1986.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
204,Manu Ginóbili,male,1977-07-28,Argentina,male,1977-07-28,argentine,male,1977-07-28,Argentina,id05486,male,1977.0,http://www.wikidata.org/entity/Q174728,187.0,187.0
205,Bar Refaeli,female,1985-06-04,Israel,female,1985-06-04,,female,1985-06-04,Israel,id00885,female,1985.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
206,Whoopi Goldberg,female,1955-11-13,The-United-States-of-America,female,1955-11-13,,female,1955-11-13,The-United-States-of-America,id08999,female,1955.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
207,Bethenny Frankel,female,1970-11-04,The-United-States-of-America,female,1970-11-04,,female,1970-11-04,The-United-States-of-America,id01006,female,1970.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
208,Brede Hangeland,male,1981-06-20,Norway,male,1981-06-20,,male,1981-06-20,Norway,id01185,male,1981.0,http://www.wikidata.org/entity/Q174728,199.0,199.0
209,Anthony Hopkins,male,1937-12-31,The-United-States-of-America,male,1937-12-31,welsh,male,1937-12-31,The-United-States-of-America,id00692,male,1937.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
210,Jeanette Ottesen,female,1987-12-30,Denmark,female,1987-12-30,,female,1987-12-30,Denmark,id03941,female,1987.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
211,Aline Weber,female,1989-03-22,Brazil,female,1989-03-22,,female,1989-03-22,Brazil,id00336,female,1989.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
212,Amanda Beard,female,1981-10-29,The-United-States-of-America,female,1981-10-29,,female,1981-10-29,The-United-States-of-America,id00379,female,1981.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
213,Sergio Llull,male,1987-11-15,Spain,male,1987-11-15,http://dbpedia.org/resource/spanish_language,male,1987-11-15,Spain,id07926,male,1987.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
214,Mike Miller,male,1980-02-19,The-United-States-of-America,male,1980-2-19,american,male,1980-02-19,The-United-States-of-America,id06112,male,1980.0,http://www.wikidata.org/entity/Q174728,203.0,203.0
215,Joachim Löw,male,1960-02-03,Germany,male,1960-02-03,,male,1960-02-03,Germany,id04128,male,1960.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
216,Myriam Soumaré,female,1986-10-29,France,female,1986-10-29,http://dbpedia.org/resource/france,female,1986-10-29,France,id06293,female,1986.0,http://www.wikidata.org/entity/Q174728,167.0,167.0
217,Amelia Vega,female,1984-11-07,Dominican-Republic,female,1984-11-07,,female,1984-11-07,Dominican-Republic,id00402,female,1984.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
218,Johnny Depp,male,1963-06-09,The-United-States-of-America,male,1963-06-09,,male,1963-06-09,The-United-States-of-America,id04237,male,1963.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
219,Saúl Lisazo,male,1956-06-01,Mexico,male,1956-06-01,,male,1956-06-01,Mexico,id07820,male,1956.0,http://www.wikidata.org/entity/Q11573,1.75,175.0
220,Francesca Piccinini,female,1979-01-10,Italy,female,1979-01-10,http://dbpedia.org/resource/italy,female,1979-01-10,Italy,id02848,female,1979.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
221,Gio Gonzalez,male,1985-09-19,The-United-States-of-America,male,1985-09-19,,male,1985-09-19,The-United-States-of-America,id03109,male,1985.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
222,Diane Lane,female,1965-01-22,The-United-States-of-America,female,1965-01-22,,female,1965-01-22,The-United-States-of-America,id02179,female,1965.0,http://www.wikidata.org/entity/Q11573,1.7,170.0
223,Ron Vlaar,male,1985-02-16,Kingdom-of-the-Netherlands,male,1985-02-16,,male,1985-02-16,Kingdom-of-the-Netherlands,id07533,male,1985.0,http://www.wikidata.org/entity/Q174728,189.0,189.0
224,Brendan Rodgers,male,1973-01-26,The-United-Kingdom-1,male,1973-01-26,,male,1973-01-26,The-United-Kingdom-1,id01190,male,1973.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
225,Dustin Hoffman,male,1937-08-08,The-United-States-of-America,male,1937-08-08,,male,1937-08-08,The-United-States-of-America,id02311,male,1937.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
226,Jimmy Butler,male,1989-09-14,The-United-States-of-America,male,1989-9-14,american,male,1989-09-14,The-United-States-of-America,id04103,male,1989.0,http://www.wikidata.org/entity/Q174728,201.0,201.0
227,Rocky Elsom,male,1983-02-14,Australia,male,1983-2-14,,male,1983-02-14,Australia,id07473,male,1983.0,http://www.wikidata.org/entity/Q174728,197.0,197.0
228,Kyle Beckerman,male,1982-04-23,The-United-States-of-America,male,1982-04-23,,male,1982-04-23,The-United-States-of-America,id04940,male,1982.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
229,David Haye,male,1980-10-13,The-United-Kingdom-1,male,1980-10-13,british,male,1980-10-13,The-United-Kingdom-1,id02040,male,1980.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
230,Ali Krieger,female,1984-07-28,The-United-States-of-America,female,1984-07-28,,female,1984-07-28,The-United-States-of-America,id00320,female,1984.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
231,Alexa Vega,female,1988-08-27,The-United-States-of-America,female,1988-08-27,,female,1988-08-27,The-United-States-of-America,id00272,female,1988.0,http://www.wikidata.org/entity/Q174728,155.0,155.0
232,Johan Boskamp,male,1948-10-21,Kingdom-of-the-Netherlands,male,1948-10-21,,male,1948-10-21,Kingdom-of-the-Netherlands,id04181,male,1948.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
233,Claude Puel,male,1961-09-02,France,male,1961-09-02,,male,1961-09-02,France,id01718,male,1961.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
234,Srečko Katanec,male,1963-07-16,Slovenia,male,1963-07-16,,male,1963-07-16,Slovenia,id08186,male,1963.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
235,Chris Smalling,male,1989-11-22,The-United-Kingdom-1,male,1989-11-22,,male,1989-11-22,The-United-Kingdom-1,id01610,male,1989.0,http://www.wikidata.org/entity/Q174728,194.0,194.0
236,Rob Kearney,male,1986-03-26,The-Republic-of-Ireland,male,1986-03-26,,male,1986-03-26,The-Republic-of-Ireland,id07399,male,1986.0,http://www.wikidata.org/entity/Q218593,70.0,177.8
237,Billy Crystal,male,1948-03-14,The-United-States-of-America,male,1948-03-14,american,male,1948-03-14,The-United-States-of-America,id01057,male,1948.0,http://www.wikidata.org/entity/Q174728,168.3,168.3
238,Glenn Whelan,male,1984-01-13,The-Republic-of-Ireland,male,1984-01-13,,male,1984-01-13,The-Republic-of-Ireland,id03146,male,1984.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
239,Shay Given,male,1976-04-20,The-Republic-of-Ireland,male,1976-04-20,,male,1976-04-20,The-Republic-of-Ireland,id07999,male,1976.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
240,Liam Neeson,male,1952-06-07,The-Republic-of-Ireland,male,1952-06-07,,male,1952-06-07,The-Republic-of-Ireland,id05160,male,1952.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
241,Susanna Kallur,female,1981-02-16,Sweden,female,1981-2-16,,female,1981-02-16,Sweden,id08320,female,1981.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
242,Kai Greene,male,1975-07-12,The-United-States-of-America,male,1975-07-12,,male,1975-07-12,The-United-States-of-America,id04523,male,1975.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
243,Piper Perabo,female,1976-10-31,The-United-States-of-America,female,1976-10-31,,female,1976-10-31,The-United-States-of-America,id07032,female,1976.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
244,Eve Angeli,female,1980-08-25,France,,,,female,1980-08-25,France,id02666,,,http://www.wikidata.org/entity/Q174728,170.0,170.0
245,Russell Crowe,male,1964-04-07,New-Zealand,male,1964-04-07,,male,1964-04-07,New-Zealand,id07621,male,1964.0,http://www.wikidata.org/entity/Q11573,1.82,182.0
246,Rio Ferdinand,male,1978-11-07,The-United-Kingdom-1,male,1978-11-07,,male,1978-11-07,The-United-Kingdom-1,id07384,male,1978.0,http://www.wikidata.org/entity/Q174728,189.0,189.0
247,Michelle Wie,female,1989-10-11,The-United-States-of-America,female,1989-10-11,http://dbpedia.org/resource/united_states,female,1989-10-11,The-United-States-of-America,id06066,female,1989.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
248,Agnieszka Radwańska,female,1989-03-06,Poland,female,1989-03-06,,female,1989-03-06,Poland,id00111,female,1989.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
249,Olaf Scholz,male,1958-06-14,Germany,male,1958-06-06,,male,1958-06-14,Germany,id06645,male,1958.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
250,Leontien van Moorsel,female,1970-03-22,Kingdom-of-the-Netherlands,female,1970-03-22,,female,1970-03-22,Kingdom-of-the-Netherlands,id05129,female,1970.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
